id,first_name,name,nationality,club_name,position1,position2,position3,tm_url
,Danny,Rose,gb-eng,Newcatle,Ds,E,,https://www.transfermarkt.com/danny-rose/profil/spieler/50174
,Tim,Krul,nl,Norwich,Por,,,https://www.transfermarkt.com/tim-krul/profil/spieler/33027
,Michael,McGovern,gb-nir,Norwich,Por,,,https://www.transfermarkt.com/michael-mcgovern/profil/spieler/29391
,Christoph,Zimmermann,de,Norwich,Dc,,,https://www.transfermarkt.com/christoph-zimmermann/profil/spieler/77812
,Jamal,Lewis,gb-nir,Norwich,Ds,E,,https://www.transfermarkt.com/jamal-lewis/profil/spieler/346018
,Timm,Klose,ch,Norwich,Dc,,,https://www.transfermarkt.com/timm-klose/profil/spieler/65255
,Grant,Hanley,gb-sct,Norwich,Dc,,,https://www.transfermarkt.com/grant-hanley/profil/spieler/121385
,Max,Aarons,gb-eng,Norwich,Dd,,,https://www.transfermarkt.com/max-aarons/profil/spieler/471690
,Ben,Godfrey,gb-eng,Norwich,Dc,,,https://www.transfermarkt.com/ben-godfrey/profil/spieler/343475
,Mario,Vrancic,ba,Norwich,C,T,,https://www.transfermarkt.com/mario-vrancic/profil/spieler/39372
,Moritz,Leitner,de,Norwich,C,T,,https://www.transfermarkt.com/moritz-leitner/profil/spieler/82243
,Emiliano,Buendia,ar,Norwich,E,W,,https://www.transfermarkt.com/emiliano-buendia/profil/spieler/321247
,Marco,Stiepermann,de,Norwich,T,,,https://www.transfermarkt.com/marco-stiepermann/profil/spieler/45760
,Tom,Trybull,de,Norwich,M,C,,https://www.transfermarkt.com/tom-trybull/profil/spieler/93831
,Kenny,McLean,gb-sct,Norwich,C,T,,https://www.transfermarkt.com/kenny-mclean/profil/spieler/126600
,Onel,Hernandez,cu,Norwich,W,,,https://www.transfermarkt.com/onel-hernandez/profil/spieler/109751
,Alexander,Tettey,no,Norwich,M,C,,https://www.transfermarkt.com/alexander-tettey/profil/spieler/12384
,Todd,Cantwell,gb-eng,Norwich,E,,,https://www.transfermarkt.com/todd-cantwell/profil/spieler/332341
,Teemu,Pukki,fi,Norwich,Pc,,,https://www.transfermarkt.com/teemu-pukki/profil/spieler/46972
,Josip,Drmic,ch,Norwich,Pc,,,https://www.transfermarkt.com/josip-drmic/profil/spieler/140579
,Sam,Byram,gb-eng,Norwich,Dd,Ds,,https://www.transfermarkt.com/sam-byram/profil/spieler/236953
,Ondrej,Duda,sk,Norwich,C,T,,https://www.transfermarkt.com/ondrej-duda/profil/spieler/232418
,Lukas,Rupp,de,Norwich,E,C,,https://www.transfermarkt.com/lukas-rupp/profil/spieler/82863
,Simon,Moore,gb-eng,Sheffield United,Por,,,https://www.transfermarkt.com/simon-moore/profil/spieler/123536
,George,Baldock,gb-eng,Sheffield United,Dd,E,,https://www.transfermarkt.com/george-baldock/profil/spieler/146690
,Enda,Stevens,ie,Sheffield United,Ds,E,,https://www.transfermarkt.com/enda-stevens/profil/spieler/85706
,Jack,O'Connell,gb-eng,Sheffield United,Dc,,,https://www.transfermarkt.com/jack-oconnell/profil/spieler/212829
,Chris,Basham,gb-eng,Sheffield United,Dc,,,https://www.transfermarkt.com/chris-basham/profil/spieler/52495
,John,Lundstram,gb-eng,Sheffield United,M,C,,https://www.transfermarkt.com/john-lundstram/profil/spieler/156941
,John,Egan,ie,Sheffield United,Dc,,,https://www.transfermarkt.com/john-egan/profil/spieler/121324
,Kieron,Freeman,gb-wls,Sheffield United,E,,,https://www.transfermarkt.com/kieron-freeman/profil/spieler/158703
,John,Fleck,gb-sct,Sheffield United,C,T,,https://www.transfermarkt.com/john-fleck/profil/spieler/54383
,Oliver,Norwood,gb-nir,Sheffield United,M,C,,https://www.transfermarkt.com/oliver-norwood/profil/spieler/73547
,Billy,Sharp,gb-eng,Sheffield United,Pc,,,https://www.transfermarkt.com/billy-sharp/profil/spieler/49542
,David,McGoldrick,ie,Sheffield United,Pc,,,https://www.transfermarkt.com/david-mcgoldrick/profil/spieler/35416
,Luke,Freeman,gb-eng,Sheffield United,C,T,,https://www.transfermarkt.com/luke-freeman/profil/spieler/66923
,Phil,Jagielka,gb-eng,Sheffield United,Dc,,,https://www.transfermarkt.com/phil-jagielka/profil/spieler/13520
,Lys,Mousset,fr,Sheffield United,Pc,,,https://www.transfermarkt.com/lys-mousset/profil/spieler/291422
,Ben,Osborn,gb-eng,Sheffield United,Ds,E,,https://www.transfermarkt.com/ben-osborn/profil/spieler/218087
,Dean,Henderson,gb-eng,Sheffield United,Por,,,https://www.transfermarkt.com/dean-henderson/profil/spieler/258919
,Oliver,McBurnie,gb-sct,Sheffield United,Pc,,,https://www.transfermarkt.com/oliver-mcburnie/profil/spieler/298477
,Michael,Verrips,nl,Sheffield United,Por,,,https://www.transfermarkt.com/michael-verrips/profil/spieler/288259
,Muhamed,Besic,ba,Sheffield United,M,,,https://www.transfermarkt.com/muhamed-besic/profil/spieler/93905
,Leon,Clarke,gb-eng,Sheffield United,Pc,,,https://www.transfermarkt.com/leon-clarke/profil/spieler/36859
,Jack,Rodwell,gb-eng,Sheffield United,M,C,,https://www.transfermarkt.com/jack-rodwell/profil/spieler/57079
,Jack,Robinson,gb-eng,Sheffield United,Dc,Ds,,https://www.transfermarkt.com/jack-robinson/profil/spieler/128909
,Sander,Berge,no,Sheffield United,M,C,,https://www.transfermarkt.com/sander-berge/profil/spieler/333014
,Richairo,Zivkovic,nl,Sheffield United,Pc,,,https://www.transfermarkt.com/richairo-zivkovic/profil/spieler/252755
,Panagiotis,Retsos,gr,Sheffield United,Dc,Dd,Ds,https://www.transfermarkt.com/panagiotis-retsos/profil/spieler/324351
,Alex,McCarthy,gb-eng,Southampton,Por,,,https://www.transfermarkt.com/alex-mccarthy/profil/spieler/95976
,Angus,Gunn,gb-eng,Southampton,Por,,,https://www.transfermarkt.com/angus-gunn/profil/spieler/201574
,Jannik,Vestergaard,dk,Southampton,Dc,,,https://www.transfermarkt.com/jannik-vestergaard/profil/spieler/99331
,Jack,Stephens,gb-eng,Southampton,Dc,,,https://www.transfermarkt.com/jack-stephens/profil/spieler/163744
,Ryan,Bertrand,gb-eng,Southampton,Ds,E,,https://www.transfermarkt.com/ryan-bertrand/profil/spieler/40611
,Jan,Bednarek,pl,Southampton,Dc,,,https://www.transfermarkt.com/jan-bednarek/profil/spieler/243028
,Yan,Valery,fr,Southampton,Dd,E,,https://www.transfermarkt.com/yan-valery/profil/spieler/406008
,Oriol,Romeu,es,Southampton,M,C,,https://www.transfermarkt.com/oriol-romeu/profil/spieler/66100
,James,Ward-Prowse,gb-eng,Southampton,C,T,,https://www.transfermarkt.com/james-ward-prowse/profil/spieler/181579
,Stuart,Armstrong,gb-sct,Southampton,C,T,,https://www.transfermarkt.com/stuart-armstrong/profil/spieler/130765
,Nathan,Redmond,gb-eng,Southampton,W,A,,https://www.transfermarkt.com/nathan-redmond/profil/spieler/129078
,Pierre-Emile,Hojbjerg,dk,Southampton,M,C,,https://www.transfermarkt.com/pierre-emile-hojbjerg/profil/spieler/167799
,Shane,Long,ie,Southampton,Pc,,,https://www.transfermarkt.com/shane-long/profil/spieler/37304
,Michael,Obafemi,ie,Southampton,Pc,,,https://www.transfermarkt.com/michael-obafemi/profil/spieler/444208
,Moussa,Djenepo,ml,Southampton,W,A,,https://www.transfermarkt.com/moussa-djenepo/profil/spieler/485424
,Sofiane,Boufal,ma,Southampton,W,A,,https://www.transfermarkt.com/sofiane-boufal/profil/spieler/232271
,Che,Adams,gb-eng,Southampton,Pc,,,https://www.transfermarkt.com/che-adams/profil/spieler/346779
,Danny,Ings,gb-eng,Southampton,Pc,,,https://www.transfermarkt.com/danny-ings/profil/spieler/134294
,Kevin,Danso,at,Southampton,Dc,Dd,,https://www.transfermarkt.com/kevin-danso/profil/spieler/263236
,Sam,McQueen,gb-eng,Southampton,E,,,https://www.transfermarkt.com/sam-mcqueen/profil/spieler/226968
,Kyle,Walker-Peters,gb-eng,Southampton,Dd,E,,https://www.transfermarkt.com/kyle-walker-peters/profil/spieler/341051
,Hugo,Lloris,fr,Tottenham,Por,,,https://www.transfermarkt.com/hugo-lloris/profil/spieler/17965
,Paulo,Gazzaniga,ar,Tottenham,Por,,,https://www.transfermarkt.com/paulo-gazzaniga/profil/spieler/195488
,Toby,Alderweireld,be,Tottenham,Dc,Dd,,https://www.transfermarkt.com/toby-alderweireld/profil/spieler/42710
,Jan,Vertonghen,be,Tottenham,Dc,Ds,,https://www.transfermarkt.com/jan-vertonghen/profil/spieler/43250
,Davinson,Sanchez,co,Tottenham,Dc,,,https://www.transfermarkt.com/davinson-sanchez/profil/spieler/341429
,Juan,Foyth,ar,Tottenham,Dc,Dd,,https://www.transfermarkt.com/juan-foyth/profil/spieler/480763
,Serge,Aurier,ci,Tottenham,Dd,,,https://www.transfermarkt.com/serge-aurier/profil/spieler/127032
,Ben,Davies,gb-wls,Tottenham,Ds,E,,https://www.transfermarkt.com/ben-davies/profil/spieler/192765
,Harry,Winks,gb-eng,Tottenham,M,C,,https://www.transfermarkt.com/harry-winks/profil/spieler/249126
,Erik,Lamela,ar,Tottenham,W,A,,https://www.transfermarkt.com/erik-lamela/profil/spieler/111630
,Eric,Dier,gb-eng,Tottenham,M,,,https://www.transfermarkt.com/eric-dier/profil/spieler/175722
,Moussa,Sissoko,fr,Tottenham,C,T,,https://www.transfermarkt.com/moussa-sissoko/profil/spieler/46001
,Dele,Alli,gb-eng,Tottenham,T,,,https://www.transfermarkt.com/dele-alli/profil/spieler/207929
,Lucas,Moura,br,Tottenham,W,A,,https://www.transfermarkt.com/lucas-moura/profil/spieler/77100
,Heung-Min,Son,kr,Tottenham,W,A,,https://www.transfermarkt.com/heung-min-son/profil/spieler/91845
,Harry,Kane,gb-eng,Tottenham,Pc,,,https://www.transfermarkt.com/harry-kane/profil/spieler/132098
,Tanguy,Ndombele,fr,Tottenham,M,C,,https://www.transfermarkt.com/tanguy-ndombele/profil/spieler/450936
,Oliver,Skipp,gb-eng,Tottenham,M,C,,https://www.transfermarkt.com/oliver-skipp/profil/spieler/406638
,Ryan,Sessegnon,gb-eng,Tottenham,E,W,,https://www.transfermarkt.com/ryan-sessegnon/profil/spieler/392775
,Japhet,Tanganga,gb-eng,Tottenham,Dc,Dd,Ds,https://www.transfermarkt.com/japhet-tanganga/profil/spieler/346478
,Michel,Vorm,nl,Tottenham,Por,,,https://www.transfermarkt.com/michel-vorm/profil/spieler/26276
,Gedson,Fernandes,pt,Tottenham,C,T,,https://www.transfermarkt.com/gedson-fernandes/profil/spieler/337800
,Giovani,Lo Celso,ar,Tottenham,C,T,,https://www.transfermarkt.com/giovani-lo-celso/profil/spieler/348795
,Steven,Bergwijn,nl,Tottenham,W,A,,https://www.transfermarkt.com/steven-bergwijn/profil/spieler/284165
,Ben,Foster,gb-eng,Watford,Por,,,https://www.transfermarkt.com/ben-foster/profil/spieler/13572
,Daryl,Janmaat,nl,Watford,Dd,,,https://www.transfermarkt.com/daryl-janmaat/profil/spieler/60744
,Adrian,Mariappa,jm,Watford,Dc,Dd,,https://www.transfermarkt.com/adrian-mariappa/profil/spieler/38145
,Adam,Masina,it,Watford,Ds,E,,https://www.transfermarkt.com/adam-masina/profil/spieler/286949
,Craig,Cathcart,gb-nir,Watford,Dc,,,https://www.transfermarkt.com/craig-cathcart/profil/spieler/59606
,Kiko,Femenia,es,Watford,E,W,,https://www.transfermarkt.com/kiko-femenia/profil/spieler/76467
,Jose,Holebas,gr,Watford,E,W,,https://www.transfermarkt.com/jose-holebas/profil/spieler/41112
,Christian,Kabasele,be,Watford,Dc,,,https://www.transfermarkt.com/christian-kabasele/profil/spieler/81512
,Tom,Cleverley,gb-eng,Watford,E,C,,https://www.transfermarkt.com/tom-cleverley/profil/spieler/73484
,Nathaniel,Chalobah,gb-eng,Watford,M,C,,https://www.transfermarkt.com/nathaniel-chalobah/profil/spieler/128900
,Abdoulaye,Doucoure,fr,Watford,M,C,,https://www.transfermarkt.com/abdoulaye-doucoure/profil/spieler/127187
,Will,Hughes,gb-eng,Watford,E,C,,https://www.transfermarkt.com/will-hughes/profil/spieler/207014
,Domingos,Quina,pt,Watford,C,T,,https://www.transfermarkt.com/domingos-quina/profil/spieler/391719
,Etienne,Capoue,fr,Watford,M,C,,https://www.transfermarkt.com/etienne-capoue/profil/spieler/63494
,Roberto,Pereyra,ar,Watford,C,T,,https://www.transfermarkt.com/roberto-pereyra/profil/spieler/112302
,Gerard,Deulofeu,es,Watford,W,A,,https://www.transfermarkt.com/gerard-deulofeu/profil/spieler/129476
,Troy,Deeney,gb-eng,Watford,Pc,,,https://www.transfermarkt.com/troy-deeney/profil/spieler/65477
,Isaac,Success,ng,Watford,W,A,,https://www.transfermarkt.com/isaac-success/profil/spieler/295331
,Andre,Gray,gb-eng,Watford,Pc,,,https://www.transfermarkt.com/andre-gray/profil/spieler/120565
,Daniel,Bachmann,at,Watford,Por,,,https://www.transfermarkt.com/daniel-bachmann/profil/spieler/120186
,Craig,Dawson,gb-eng,Watford,Dc,,,https://www.transfermarkt.com/craig-dawson/profil/spieler/121477
,Heurelho,Gomes,br,Watford,Por,,,https://www.transfermarkt.com/heurelho-gomes/profil/spieler/19059
,Tom,Dele-Bashiru,ng,Watford,C,,,https://www.transfermarkt.com/tom-dele-bashiru/profil/spieler/346472
,Danny,Welbeck,gb-eng,Watford,Pc,,,https://www.transfermarkt.com/danny-welbeck/profil/spieler/67063
,Ismaila,Sarr,sn,Watford,W,A,,https://www.transfermarkt.com/ismaila-sarr/profil/spieler/410225
,Joao,Pedro Junqueira,br,Watford,Pc,,,https://www.transfermarkt.com/joao-pedro/profil/spieler/626724
146,Ignacio,Pussetto,ar,Watford,W,A,,https://www.transfermarkt.com/ignacio-pussetto/profil/spieler/283528
,Lukasz,Fabianski,pl,West Ham,Por,,,https://www.transfermarkt.com/lukasz-fabianski/profil/spieler/29692
,Aaron,Cresswell,gb-eng,West Ham,Ds,E,,https://www.transfermarkt.com/aaron-cresswell/profil/spieler/92571
,Fabian,Balbuena,py,West Ham,Dc,,,https://www.transfermarkt.com/fabian-balbuena/profil/spieler/285548
,Pablo,Zabaleta,ar,West Ham,Dd,Ds,,https://www.transfermarkt.com/pablo-zabaleta/profil/spieler/20007
,Angelo,Ogbonna,it,West Ham,Dc,,,https://www.transfermarkt.com/angelo-ogbonna/profil/spieler/48002
,Issa,Diop,fr,West Ham,Dc,,,https://www.transfermarkt.com/issa-diop/profil/spieler/272622
,Ryan,Fredericks,gb-eng,West Ham,Dd,E,,https://www.transfermarkt.com/ryan-fredericks/profil/spieler/140191
,Arthur,Masuaku,cd,West Ham,Ds,E,,https://www.transfermarkt.com/arthur-masuaku/profil/spieler/181380
,Felipe,Anderson,br,West Ham,W,A,,https://www.transfermarkt.com/felipe-anderson/profil/spieler/159372
,Manuel,Lanzini,ar,West Ham,T,A,,https://www.transfermarkt.com/manuel-lanzini/profil/spieler/135853
,Robert,Snodgrass,gb-sct,West Ham,W,A,,https://www.transfermarkt.com/robert-snodgrass/profil/spieler/22614
,Carlos,Sanchez,co,West Ham,M,C,,https://www.transfermarkt.com/carlos-sanchez/profil/spieler/51226
,Mark,Noble,gb-eng,West Ham,M,C,,https://www.transfermarkt.com/mark-noble/profil/spieler/31835
,Jack,Wilshere,gb-eng,West Ham,C,,,https://www.transfermarkt.com/jack-wilshere/profil/spieler/74223
,Michail,Antonio,gb-eng,West Ham,E,W,,https://www.transfermarkt.com/michail-antonio/profil/spieler/104124
,Declan,Rice,gb-eng,West Ham,M,,,https://www.transfermarkt.com/declan-rice/profil/spieler/357662
,Andriy,Yarmolenko,ua,West Ham,W,,,https://www.transfermarkt.com/andrii-yarmolenko/profil/spieler/69015
,Pablo,Fornals,es,West Ham,T,,,https://www.transfermarkt.com/pablo-fornals/profil/spieler/357885
,David,Martin,gb-eng,West Ham,Por,,,https://www.transfermarkt.com/david-martin/profil/spieler/15930
,Sebastien,Haller,fr,West Ham,Pc,,,https://www.transfermarkt.com/sebastien-haller/profil/spieler/181375
,Goncalo,Cardoso,pt,West Ham,Dc,,,https://www.transfermarkt.com/goncalo-cardoso/profil/spieler/587106
,Albian,Ajeti,ch,West Ham,Pc,,,https://www.transfermarkt.com/albian-ajeti/profil/spieler/195906
,Darren,Randolph,ie,West Ham,Por,,,https://www.transfermarkt.com/darren-randolph/profil/spieler/51321
,Tomas,Soucek,cz,West Ham,M,,,https://www.transfermarkt.com/tomas-soucek/profil/spieler/283628
,Jarrod,Bowen,gb-eng,West Ham,W,A,,https://www.transfermarkt.com/jarrod-bowen/profil/spieler/314875
,Rui,Patricio,pt,Wolverhampton,Por,,,https://www.transfermarkt.com/rui-patricio/profil/spieler/45026
,John,Ruddy,gb-eng,Wolverhampton,Por,,,https://www.transfermarkt.com/john-ruddy/profil/spieler/29712
,Matt,Doherty,ie,Wolverhampton,Dd,E,,https://www.transfermarkt.com/matt-doherty/profil/spieler/171679
,Willy,Boly,ci,Wolverhampton,Dc,,,https://www.transfermarkt.com/willy-boly/profil/spieler/142310
,Conor,Coady,gb-eng,Wolverhampton,Dc,,,https://www.transfermarkt.com/conor-coady/profil/spieler/128901
,Jonny,Otto,es,Wolverhampton,Ds,E,,https://www.transfermarkt.com/jonny-otto/profil/spieler/175446
,Ruben,Vinagre,pt,Wolverhampton,Ds,E,,https://www.transfermarkt.com/ruben-vinagre/profil/spieler/357158
,Maximilian,Kilman,gb-eng,Wolverhampton,Dc,Ds,,https://www.transfermarkt.com/max-kilman/profil/spieler/525247
,Ruben,Neves,pt,Wolverhampton,M,C,,https://www.transfermarkt.com/ruben-neves/profil/spieler/225161
,Morgan,Gibbs-White,gb-eng,Wolverhampton,C,T,,https://www.transfermarkt.com/morgan-gibbs-white/profil/spieler/429014
,Diogo,Jota,pt,Wolverhampton,A,,,https://www.transfermarkt.com/diogo-jota/profil/spieler/340950
,Romain,Saiss,ma,Wolverhampton,M,,,https://www.transfermarkt.com/romain-saiss/profil/spieler/204198
,Joao,Moutinho,pt,Wolverhampton,C,T,,https://www.transfermarkt.com/joao-moutinho/profil/spieler/29364
,Adama,Traore,es,Wolverhampton,W,A,,https://www.transfermarkt.com/adama-traore/profil/spieler/204103
,Leander,Dendoncker,be,Wolverhampton,M,C,,https://www.transfermarkt.com/leander-dendoncker/profil/spieler/168157
,Raul,Jimenez,mx,Wolverhampton,Pc,,,https://www.transfermarkt.com/raul-jimenez/profil/spieler/206040
,Bruno,Jordao,pt,Wolverhampton,C,,,https://www.transfermarkt.com/bruno-jordao/profil/spieler/415646
,Pedro,Neto,pt,Wolverhampton,A,,,https://www.transfermarkt.com/pedro-neto/profil/spieler/487465
,Leonardo,Campana,ec,Wolverhampton,Pc,,,https://www.transfermarkt.com/leonardo-campana/profil/spieler/606872
,Daniel,Podence,pt,Wolverhampton,W,A,,https://www.transfermarkt.com/daniel-podence/profil/spieler/256977
